Home_Team,Away_Team,Home_Score,Away_Score,Penalties,Player_Name,Goal_Time,Outcome,Date,Time,Stadium,City,Attendance,Referee,Referee_City
france, Mexico,4.0,1.0,NO,L. Laurent,19,Home Win,1930-07-13,15:00:00,Estadio Pocitos,Montevideo,44440.0,unknown,Uruguay
france, Mexico,4.0,1.0,NO,Langiller,40,Home Win,1930-07-13,15:00:00,Estadio Pocitos,Montevideo,44440.0,unknown,Uruguay
france, Mexico,4.0,1.0,NO,Maschinot,43,Home Win,1930-07-13,15:00:00,Estadio Pocitos,Montevideo,44440.0,unknown,Uruguay
france, Mexico,4.0,1.0,NO,Carreño,70,Home Win,1930-07-13,15:00:00,Estadio Pocitos,Montevideo,44440.0,unknown,Uruguay
argentina, France,1.0,0.0,NO,Monti,81,Home Win,1930-07-15,16:00:00,Estadio Parque Central,Montevideo,234090.0,Almeida Rêgo,Brazil
chile, Mexico,3.0,0.0,NO,Vidal,3,Home Win,1930-07-16,14:45:00,Estadio Parque Central,Montevideo,92490.0,Henri Christophe,Belgium
chile, Mexico,3.0,0.0,NO,M. Rosas,52,Home Win,1930-07-16,14:45:00,Estadio Parque Central,Montevideo,92490.0,Henri Christophe,Belgium
chile, France,1.0,0.0,NO,Subiabre,67,Home Win,1930-07-19,12:50:00,Estadio Centenario,Montevideo,20000.0,unknown,Uruguay
argentina, Mexico,6.0,3.0,NO,Stábile,8,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia
argentina, Mexico,6.0,3.0,NO,Zumelzú,12,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia
argentina, Mexico,6.0,3.0,NO,Varallo,53,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia
argentina, Mexico,6.0,3.0,NO,M. Rosas,42,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia
argentina, Mexico,6.0,3.0,NO,pen.,75,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia
argentina, Chile,3.0,1.0,NO,Stábile,12,Home Win,1930-07-22,14:45:00,Estadio Centenario,Montevideo,414590.0,John Langenus,Belgium
argentina, Chile,3.0,1.0,NO,M. Evaristo,51,Home Win,1930-07-22,14:45:00,Estadio Centenario,Montevideo,414590.0,John Langenus,Belgium
argentina, Chile,3.0,1.0,NO,Subiabre,15,Home Win,1930-07-22,14:45:00,Estadio Centenario,Montevideo,414590.0,John Langenus,Belgium
yugoslavia, Brazil,2.0,1.0,NO,Tirnanić,21,Home Win,1930-07-14,12:45:00,Estadio Parque Central,Unknown,240590.0,Aníbal Tejada,Uruguay
yugoslavia, Brazil,2.0,1.0,NO,Bek,30,Home Win,1930-07-14,12:45:00,Estadio Parque Central,Unknown,240590.0,Aníbal Tejada,Uruguay
yugoslavia, Brazil,2.0,1.0,NO,Preguinho,62,Home Win,1930-07-14,12:45:00,Estadio Parque Central,Unknown,240590.0,Aníbal Tejada,Uruguay
yugoslavia, Bolivia,4.0,0.0,NO,Bek,60,Home Win,1930-07-17,12:45:00,Estadio Parque Central,Unknown,183060.0,Francisco Mateucci,Uruguay
yugoslavia, Bolivia,4.0,0.0,NO,Marjanović,65,Home Win,1930-07-17,12:45:00,Estadio Parque Central,Unknown,183060.0,Francisco Mateucci,Uruguay
yugoslavia, Bolivia,4.0,0.0,NO,Vujadinović,85,Home Win,1930-07-17,12:45:00,Estadio Parque Central,Unknown,183060.0,Francisco Mateucci,Uruguay
brazil, Bolivia,4.0,0.0,NO,Moderato,37,Home Win,1930-07-20,13:00:00,Estadio Centenario,Unknown,254660.0,Thomas Balvay,France
brazil, Bolivia,4.0,0.0,NO,Preguinho,57,Home Win,1930-07-20,13:00:00,Estadio Centenario,Unknown,254660.0,Thomas Balvay,France
romania, Peru,3.0,1.0,NO,Deșu,1,Home Win,1930-07-14,14:50:00,Estadio Pocitos,Unknown,25490.0,Alberto Warnken,Chile
romania, Peru,3.0,1.0,NO,Stanciu,79,Home Win,1930-07-14,14:50:00,Estadio Pocitos,Unknown,25490.0,Alberto Warnken,Chile
romania, Peru,3.0,1.0,NO,Kovács,89,Home Win,1930-07-14,14:50:00,Estadio Pocitos,Unknown,25490.0,Alberto Warnken,Chile
romania, Peru,3.0,1.0,NO,De Souza,75,Home Win,1930-07-14,14:50:00,Estadio Pocitos,Unknown,25490.0,Alberto Warnken,Chile
uruguay, Peru,1.0,0.0,NO,Castro,65,Home Win,1930-07-18,14:30:00,Estadio Centenario,Unknown,577350.0,John Langenus,Belgium
uruguay, Romania,4.0,0.0,NO,Dorado,7,Home Win,1930-07-21,14:50:00,Estadio Centenario,Unknown,700220.0,Almeida Rêgo,Brazil
uruguay, Romania,4.0,0.0,NO,Scarone,26,Home Win,1930-07-21,14:50:00,Estadio Centenario,Unknown,700220.0,Almeida Rêgo,Brazil
uruguay, Romania,4.0,0.0,NO,Anselmo,31,Home Win,1930-07-21,14:50:00,Estadio Centenario,Unknown,700220.0,Almeida Rêgo,Brazil
uruguay, Romania,4.0,0.0,NO,Cea,35,Home Win,1930-07-21,14:50:00,Estadio Centenario,Unknown,700220.0,Almeida Rêgo,Brazil
united states, Belgium,3.0,0.0,NO,McGhee,23,Home Win,1930-07-13,15:00:00,Estadio Parque Central,Unknown,183460.0,José Macías,Argentina
united states, Belgium,3.0,0.0,NO,Florie,45,Home Win,1930-07-13,15:00:00,Estadio Parque Central,Unknown,183460.0,José Macías,Argentina
united states, Belgium,3.0,0.0,NO,Patenaude,69,Home Win,1930-07-13,15:00:00,Estadio Parque Central,Unknown,183460.0,José Macías,Argentina
united states, Paraguay,3.0,0.0,NO,Patenaude,10,Home Win,1930-07-17,14:45:00,Estadio Parque Central,Unknown,183060.0,José Macías,Argentina
paraguay, Belgium,1.0,0.0,NO,Vargas Peña,40,Home Win,1930-07-20,15:00:00,Estadio Centenario,Unknown,120000.0,Ricardo Vallarino,Uruguay
argentina, United States,6.0,1.0,NO,Monti,20,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium
argentina, United States,6.0,1.0,NO,Scopelli,56,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium
argentina, United States,6.0,1.0,NO,Stábile,69,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium
argentina, United States,6.0,1.0,NO,Peucelle,80,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium
argentina, United States,6.0,1.0,NO,Brown,89,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium
uruguay, Yugoslavia,6.0,1.0,NO,Cea,18,Home Win,1930-07-27,14:45:00,Estadio Centenario,Unknown,798670.0,Gilberto de Almeida Rêgo,Brazil
uruguay, Yugoslavia,6.0,1.0,NO,Anselmo,20,Home Win,1930-07-27,14:45:00,Estadio Centenario,Unknown,798670.0,Gilberto de Almeida Rêgo,Brazil
uruguay, Yugoslavia,6.0,1.0,NO,Iriarte,61,Home Win,1930-07-27,14:45:00,Estadio Centenario,Unknown,798670.0,Gilberto de Almeida Rêgo,Brazil
uruguay, Yugoslavia,6.0,1.0,NO,Vujadinović,4,Home Win,1930-07-27,14:45:00,Estadio Centenario,Unknown,798670.0,Gilberto de Almeida Rêgo,Brazil
uruguay, Argentina,4.0,2.0,NO,Dorado,12,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium
uruguay, Argentina,4.0,2.0,NO,Cea,57,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium
uruguay, Argentina,4.0,2.0,NO,Iriarte,68,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium
uruguay, Argentina,4.0,2.0,NO,Castro,89,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium
uruguay, Argentina,4.0,2.0,NO,Peucelle,20,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium
uruguay, Argentina,4.0,2.0,NO,Stábile,37,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium
spain, Brazil,3.0,1.0,NO,Iraragorri,18,Home Win,1934-05-27,16:00:00,Stadio Luigi Ferraris,Genoa,210000.0,Alfred Birlem,Germany
spain, Brazil,3.0,1.0,NO,pen.,29,Home Win,1934-05-27,16:00:00,Stadio Luigi Ferraris,Genoa,210000.0,Alfred Birlem,Germany
spain, Brazil,3.0,1.0,NO,Leônidas,55,Home Win,1934-05-27,16:00:00,Stadio Luigi Ferraris,Genoa,210000.0,Alfred Birlem,Germany
hungary, Egypt,4.0,2.0,NO,Teleki,11,Home Win,1934-05-27,16:00:00,Stadio Giorgio Ascarelli,Naples,90000.0,Rinaldo Barlassina,Italy
hungary, Egypt,4.0,2.0,NO,Toldi,31,Home Win,1934-05-27,16:00:00,Stadio Giorgio Ascarelli,Naples,90000.0,Rinaldo Barlassina,Italy
hungary, Egypt,4.0,2.0,NO,Vincze,53,Home Win,1934-05-27,16:00:00,Stadio Giorgio Ascarelli,Naples,90000.0,Rinaldo Barlassina,Italy
hungary, Egypt,4.0,2.0,NO,Fawzi,35,Home Win,1934-05-27,16:00:00,Stadio Giorgio Ascarelli,Naples,90000.0,Rinaldo Barlassina,Italy
switzerland, Netherlands,3.0,2.0,NO,Kielholz,7,Home Win,1934-05-27,16:00:00,Stadio San Siro,Milan,330000.0,Ivan Eklind,Sweden
switzerland, Netherlands,3.0,2.0,NO,Abegglen,66,Home Win,1934-05-27,16:00:00,Stadio San Siro,Milan,330000.0,Ivan Eklind,Sweden
switzerland, Netherlands,3.0,2.0,NO,Smit,29,Home Win,1934-05-27,16:00:00,Stadio San Siro,Milan,330000.0,Ivan Eklind,Sweden
switzerland, Netherlands,3.0,2.0,NO,Vente,69,Home Win,1934-05-27,16:00:00,Stadio San Siro,Milan,330000.0,Ivan Eklind,Sweden
italy, United States,7.0,1.0,NO,Schiavio,18,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland
italy, United States,7.0,1.0,NO,Orsi,20,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland
italy, United States,7.0,1.0,NO,Ferrari,63,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland
italy, United States,7.0,1.0,NO,Meazza,90,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland
italy, United States,7.0,1.0,NO,Donelli,57,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland
czechoslovakia, Romania,2.0,1.0,NO,Puč,50,Home Win,1934-05-27,16:00:00,Stadio Littorio,Trieste,90000.0,John Langenus,Belgium
czechoslovakia, Romania,2.0,1.0,NO,Nejedlý,67,Home Win,1934-05-27,16:00:00,Stadio Littorio,Trieste,90000.0,John Langenus,Belgium
czechoslovakia, Romania,2.0,1.0,NO,Dobay,11,Home Win,1934-05-27,16:00:00,Stadio Littorio,Trieste,90000.0,John Langenus,Belgium
sweden, Argentina,3.0,2.0,NO,Jonasson,9,Home Win,1934-05-27,16:00:00,Stadio Littoriale,Bologna,140000.0,Eugen Braun,Austria
sweden, Argentina,3.0,2.0,NO,Kroon,79,Home Win,1934-05-27,16:00:00,Stadio Littoriale,Bologna,140000.0,Eugen Braun,Austria
sweden, Argentina,3.0,2.0,NO,Belis,4,Home Win,1934-05-27,16:00:00,Stadio Littoriale,Bologna,140000.0,Eugen Braun,Austria
sweden, Argentina,3.0,2.0,NO,Galateo,48,Home Win,1934-05-27,16:00:00,Stadio Littoriale,Bologna,140000.0,Eugen Braun,Austria
austria, France,3.0,2.0,NO,Sindelar,44,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands
austria, France,3.0,2.0,NO,Schall,93,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands
austria, France,3.0,2.0,NO,Bican,109,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands
austria, France,3.0,2.0,NO,Nicolas,18,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands
austria, France,3.0,2.0,NO,Verriest,116,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands
germany, Belgium,5.0,2.0,NO,Kobierski,25,Home Win,1934-05-27,16:00:00,Stadio Giovanni Berta,Florence,80000.0,Francesco Mattea,Italy
germany, Belgium,5.0,2.0,NO,Siffling,49,Home Win,1934-05-27,16:00:00,Stadio Giovanni Berta,Florence,80000.0,Francesco Mattea,Italy
germany, Belgium,5.0,2.0,NO,Conen,66,Home Win,1934-05-27,16:00:00,Stadio Giovanni Berta,Florence,80000.0,Francesco Mattea,Italy
germany, Belgium,5.0,2.0,NO,Voorhoof,29,Home Win,1934-05-27,16:00:00,Stadio Giovanni Berta,Florence,80000.0,Francesco Mattea,Italy
austria, Hungary,2.0,1.0,NO,Horvath,8,Home Win,1934-05-31,16:30:00,Stadio Littoriale,Bologna,230000.0,Francesco Mattea,Italy
austria, Hungary,2.0,1.0,NO,Zischek,51,Home Win,1934-05-31,16:30:00,Stadio Littoriale,Bologna,230000.0,Francesco Mattea,Italy
austria, Hungary,2.0,1.0,NO,Sárosi,60,Home Win,1934-05-31,16:30:00,Stadio Littoriale,Bologna,230000.0,Francesco Mattea,Italy
italy, Spain,1.0,1.0,NO,Ferrari,44,Draw,1934-05-31,16:30:00,Stadio Giovanni Berta,Florence,350000.0,Louis Baert,Belgium
italy, Spain,1.0,1.0,NO,Regueiro,30,Draw,1934-05-31,16:30:00,Stadio Giovanni Berta,Florence,350000.0,Louis Baert,Belgium
germany, Sweden,2.0,1.0,NO,Hohmann,60,Home Win,1934-05-31,16:30:00,Stadio San Siro,Milan,30000.0,Rinaldo Barlassina,Italy
germany, Sweden,2.0,1.0,NO,Dunker,82,Home Win,1934-05-31,16:30:00,Stadio San Siro,Milan,30000.0,Rinaldo Barlassina,Italy
czechoslovakia,  Switzerland,3.0,2.0,NO,Svoboda,24,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria
czechoslovakia,  Switzerland,3.0,2.0,NO,Sobotka,49,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria
czechoslovakia,  Switzerland,3.0,2.0,NO,Nejedlý,82,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria
czechoslovakia,  Switzerland,3.0,2.0,NO,Kielholz,18,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria
czechoslovakia,  Switzerland,3.0,2.0,NO,Jäggi,78,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria
italy, Spain,1.0,0.0,NO,Meazza,11,Home Win,1934-06-01,16:30:00,Stadio Giovanni Berta,Florence,430000.0,René Mercet,Switzerland
italy, Austria,1.0,0.0,NO,Guaita,19,Home Win,1934-06-03,16:30:00,Stadio San Siro,Milan,350000.0,Ivan Eklind,Sweden
czechoslovakia, Germany,3.0,1.0,NO,Nejedlý,21,Home Win,1934-06-03,16:30:00,Stadio Nazionale PNF,Rome,150000.0,Rinaldo Barlassina,Italy
czechoslovakia, Germany,3.0,1.0,NO,Noack,62,Home Win,1934-06-03,16:30:00,Stadio Nazionale PNF,Rome,150000.0,Rinaldo Barlassina,Italy
germany, Austria,3.0,2.0,NO,Lehner,1,Home Win,1934-06-07,18:00:00,Stadio Giorgio Ascarelli,Naples,70000.0,Albino Carraro,Italy
germany, Austria,3.0,2.0,NO,Conen,27,Home Win,1934-06-07,18:00:00,Stadio Giorgio Ascarelli,Naples,70000.0,Albino Carraro,Italy
germany, Austria,3.0,2.0,NO,Horvath,28,Home Win,1934-06-07,18:00:00,Stadio Giorgio Ascarelli,Naples,70000.0,Albino Carraro,Italy
germany, Austria,3.0,2.0,NO,Sesta,54,Home Win,1934-06-07,18:00:00,Stadio Giorgio Ascarelli,Naples,70000.0,Albino Carraro,Italy
italy, Czechoslovakia,2.0,1.0,NO,Orsi,81,Home Win,1934-06-10,15:30:00,Stadio Nazionale PNF,Rome,550000.0,Ivan Eklind,Sweden
italy, Czechoslovakia,2.0,1.0,NO,Schiavio,95,Home Win,1934-06-10,15:30:00,Stadio Nazionale PNF,Rome,550000.0,Ivan Eklind,Sweden
italy, Czechoslovakia,2.0,1.0,NO,Puč,71,Home Win,1934-06-10,15:30:00,Stadio Nazionale PNF,Rome,550000.0,Ivan Eklind,Sweden
switzerland, Germany,1.0,1.0,NO,Abegglen,43,Draw,1938-06-04,17:00:00,Parc des Princes,Paris,271520.0,John Langenus,Belgium
switzerland, Germany,1.0,1.0,NO,Gauchel,29,Draw,1938-06-04,17:00:00,Parc des Princes,Paris,271520.0,John Langenus,Belgium
hungary, Dutch East Indies,6.0,0.0,NO,Kohut,13,Home Win,1938-06-05,17:00:00,Vélodrome Municipal,Reims,90000.0,unknown,France
hungary, Dutch East Indies,6.0,0.0,NO,Toldi,15,Home Win,1938-06-05,17:00:00,Vélodrome Municipal,Reims,90000.0,unknown,France
hungary, Dutch East Indies,6.0,0.0,NO,G. Sárosi,28,Home Win,1938-06-05,17:00:00,Vélodrome Municipal,Reims,90000.0,unknown,France
hungary, Dutch East Indies,6.0,0.0,NO,Zsengellér,35,Home Win,1938-06-05,17:00:00,Vélodrome Municipal,Reims,90000.0,unknown,France
cuba, Romania,3.0,3.0,NO,Socorro,44,Draw,1938-06-05,17:00:00,Stade du T.O.E.C.,Toulouse,70000.0,unknown,Italy
cuba, Romania,3.0,3.0,NO,Magriñá,69,Draw,1938-06-05,17:00:00,Stade du T.O.E.C.,Toulouse,70000.0,unknown,Italy
cuba, Romania,3.0,3.0,NO,Bindea,35,Draw,1938-06-05,17:00:00,Stade du T.O.E.C.,Toulouse,70000.0,unknown,Italy
cuba, Romania,3.0,3.0,NO,Barátky,88,Draw,1938-06-05,17:00:00,Stade du T.O.E.C.,Toulouse,70000.0,unknown,Italy
cuba, Romania,3.0,3.0,NO,Dobay,105,Draw,1938-06-05,17:00:00,Stade du T.O.E.C.,Toulouse,70000.0,unknown,Italy
france, Belgium,3.0,1.0,NO,Veinante,1,Home Win,1938-06-05,17:00:00,Stade Olympique de Colombes,Colombes,304540.0,Hans Wüthrich,Switzerland
france, Belgium,3.0,1.0,NO,Nicolas,16,Home Win,1938-06-05,17:00:00,Stade Olympique de Colombes,Colombes,304540.0,Hans Wüthrich,Switzerland
france, Belgium,3.0,1.0,NO,Isemborghs,38,Home Win,1938-06-05,17:00:00,Stade Olympique de Colombes,Colombes,304540.0,Hans Wüthrich,Switzerland
italy, Norway,2.0,1.0,NO,Ferraris,2,Home Win,1938-06-05,17:00:00,Stade Vélodrome,Marseille,190000.0,Alois Beranek,Germany
italy, Norway,2.0,1.0,NO,Piola,94,Home Win,1938-06-05,17:00:00,Stade Vélodrome,Marseille,190000.0,Alois Beranek,Germany
italy, Norway,2.0,1.0,NO,Brustad,83,Home Win,1938-06-05,17:00:00,Stade Vélodrome,Marseille,190000.0,Alois Beranek,Germany
brazil, Poland,6.0,5.0,NO,Leônidas,18,Home Win,1938-06-05,17:30:00,Stade de la Meinau,Strasbourg,134520.0,Ivan Eklind,Sweden
brazil, Poland,6.0,5.0,NO,Romeu,25,Home Win,1938-06-05,17:30:00,Stade de la Meinau,Strasbourg,134520.0,Ivan Eklind,Sweden
brazil, Poland,6.0,5.0,NO,Perácio,44,Home Win,1938-06-05,17:30:00,Stade de la Meinau,Strasbourg,134520.0,Ivan Eklind,Sweden
brazil, Poland,6.0,5.0,NO,Scherfke,23,Home Win,1938-06-05,17:30:00,Stade de la Meinau,Strasbourg,134520.0,Ivan Eklind,Sweden
brazil, Poland,6.0,5.0,NO,pen.,53,Home Win,1938-06-05,17:30:00,Stade de la Meinau,Strasbourg,134520.0,Ivan Eklind,Sweden
czechoslovakia, Netherlands,3.0,0.0,NO,Košťálek,93,Home Win,1938-06-05,18:30:00,Stade municipal,Le Havre,110000.0,unknown,France
czechoslovakia, Netherlands,3.0,0.0,NO,Zeman,111,Home Win,1938-06-05,18:30:00,Stade municipal,Le Havre,110000.0,unknown,France
czechoslovakia, Netherlands,3.0,0.0,NO,Nejedlý,118,Home Win,1938-06-05,18:30:00,Stade municipal,Le Havre,110000.0,unknown,France
switzerland, Germany,4.0,2.0,NO,Walaschek,42,Home Win,1938-06-09,18:00:00,Parc des Princes,Paris,200250.0,Ivan Eklind,Sweden
switzerland, Germany,4.0,2.0,NO,Bickel,64,Home Win,1938-06-09,18:00:00,Parc des Princes,Paris,200250.0,Ivan Eklind,Sweden
switzerland, Germany,4.0,2.0,NO,Abegglen,75,Home Win,1938-06-09,18:00:00,Parc des Princes,Paris,200250.0,Ivan Eklind,Sweden
switzerland, Germany,4.0,2.0,NO,Hahnemann,8,Home Win,1938-06-09,18:00:00,Parc des Princes,Paris,200250.0,Ivan Eklind,Sweden
switzerland, Germany,4.0,2.0,NO,Lörtscher,22,Home Win,1938-06-09,18:00:00,Parc des Princes,Paris,200250.0,Ivan Eklind,Sweden
cuba, Romania,2.0,1.0,NO,Socorro,51,Home Win,1938-06-09,18:00:00,Stade du T.O.E.C.,Toulouse,80000.0,unknown,Germany
cuba, Romania,2.0,1.0,NO,Fernández,57,Home Win,1938-06-09,18:00:00,Stade du T.O.E.C.,Toulouse,80000.0,unknown,Germany
cuba, Romania,2.0,1.0,NO,Dobay,35,Home Win,1938-06-09,18:00:00,Stade du T.O.E.C.,Toulouse,80000.0,unknown,Germany
hungary,  Switzerland,2.0,0.0,NO,G. Sárosi,40,Home Win,1938-06-12,17:00:00,Stade Victor Boucquey,Lille,150000.0,Rinaldo Barlassina,Italy
hungary,  Switzerland,2.0,0.0,NO,Zsengellér,89,Home Win,1938-06-12,17:00:00,Stade Victor Boucquey,Lille,150000.0,Rinaldo Barlassina,Italy
sweden, Cuba,8.0,0.0,NO,H. Andersson,9,Home Win,1938-06-12,17:00:00,Stade du Fort Carré,Antibes,70000.0,Augustin Krist,Czechoslovakia
sweden, Cuba,8.0,0.0,NO,[c],22,Home Win,1938-06-12,17:00:00,Stade du Fort Carré,Antibes,70000.0,Augustin Krist,Czechoslovakia
sweden, Cuba,8.0,0.0,NO,Wetterström,80,Home Win,1938-06-12,17:00:00,Stade du Fort Carré,Antibes,70000.0,Augustin Krist,Czechoslovakia
sweden, Cuba,8.0,0.0,NO,Keller,84,Home Win,1938-06-12,17:00:00,Stade du Fort Carré,Antibes,70000.0,Augustin Krist,Czechoslovakia
italy, France,3.0,1.0,NO,Colaussi,9,Home Win,1938-06-12,17:00:00,Stade Olympique de Colombes,Colombes,584550.0,Louis Baert,Belgium
italy, France,3.0,1.0,NO,Piola,51,Home Win,1938-06-12,17:00:00,Stade Olympique de Colombes,Colombes,584550.0,Louis Baert,Belgium
italy, France,3.0,1.0,NO,Heisserer,10,Home Win,1938-06-12,17:00:00,Stade Olympique de Colombes,Colombes,584550.0,Louis Baert,Belgium
brazil, Czechoslovakia,1.0,1.0,NO,Leônidas,30,Draw,1938-06-12,17:00:00,Parc Lescure,Bordeaux,220210.0,unknown,Hungary
brazil, Czechoslovakia,1.0,1.0,NO,Nejedlý,65,Draw,1938-06-12,17:00:00,Parc Lescure,Bordeaux,220210.0,unknown,Hungary
brazil, Czechoslovakia,2.0,1.0,NO,Leônidas,57,Home Win,1938-06-14,18:00:00,Parc Lescure,Bordeaux,181410.0,Georges Capdeville,France
brazil, Czechoslovakia,2.0,1.0,NO,Roberto,62,Home Win,1938-06-14,18:00:00,Parc Lescure,Bordeaux,181410.0,Georges Capdeville,France
brazil, Czechoslovakia,2.0,1.0,NO,Kopecký,25,Home Win,1938-06-14,18:00:00,Parc Lescure,Bordeaux,181410.0,Georges Capdeville,France
hungary, Sweden,5.0,1.0,NO,Jacobsson,19,Home Win,1938-06-16,18:00:00,Parc des Princes,Paris,200000.0,unknown,France
hungary, Sweden,5.0,1.0,NO,o.g.,37,Home Win,1938-06-16,18:00:00,Parc des Princes,Paris,200000.0,unknown,France
hungary, Sweden,5.0,1.0,NO,Titkos,39,Home Win,1938-06-16,18:00:00,Parc des Princes,Paris,200000.0,unknown,France
hungary, Sweden,5.0,1.0,NO,Zsengellér,65,Home Win,1938-06-16,18:00:00,Parc des Princes,Paris,200000.0,unknown,France
hungary, Sweden,5.0,1.0,NO,Nyberg,1,Home Win,1938-06-16,18:00:00,Parc des Princes,Paris,200000.0,unknown,France
italy, Brazil,2.0,1.0,NO,Colaussi,51,Home Win,1938-06-16,18:00:00,Stade Vélodrome,Marseille,330000.0,Hans Wüthrich,Switzerland
italy, Brazil,2.0,1.0,NO,Meazza,60,Home Win,1938-06-16,18:00:00,Stade Vélodrome,Marseille,330000.0,Hans Wüthrich,Switzerland
italy, Brazil,2.0,1.0,NO,Romeu,87,Home Win,1938-06-16,18:00:00,Stade Vélodrome,Marseille,330000.0,Hans Wüthrich,Switzerland
brazil, Sweden,4.0,2.0,NO,Romeu,44,Home Win,1938-06-19,17:00:00,Parc Lescure,Bordeaux,120000.0,John Langenus,Belgium
brazil, Sweden,4.0,2.0,NO,Leônidas,63,Home Win,1938-06-19,17:00:00,Parc Lescure,Bordeaux,120000.0,John Langenus,Belgium
brazil, Sweden,4.0,2.0,NO,Perácio,80,Home Win,1938-06-19,17:00:00,Parc Lescure,Bordeaux,120000.0,John Langenus,Belgium
brazil, Sweden,4.0,2.0,NO,Jonasson,28,Home Win,1938-06-19,17:00:00,Parc Lescure,Bordeaux,120000.0,John Langenus,Belgium
brazil, Sweden,4.0,2.0,NO,Nyberg,38,Home Win,1938-06-19,17:00:00,Parc Lescure,Bordeaux,120000.0,John Langenus,Belgium
italy, Hungary,4.0,2.0,NO,Colaussi,6,Home Win,1938-06-19,15:00:00,Stade Olympique de Colombes,Paris,450000.0,Georges Capdeville,France
italy, Hungary,4.0,2.0,NO,Piola,16,Home Win,1938-06-19,15:00:00,Stade Olympique de Colombes,Paris,450000.0,Georges Capdeville,France
italy, Hungary,4.0,2.0,NO,Titkos,8,Home Win,1938-06-19,15:00:00,Stade Olympique de Colombes,Paris,450000.0,Georges Capdeville,France
italy, Hungary,4.0,2.0,NO,G. Sárosi,70,Home Win,1938-06-19,15:00:00,Stade Olympique de Colombes,Paris,450000.0,Georges Capdeville,France
brazil, Mexico,4.0,0.0,NO,Ademir,30,Home Win,1950-06-24,15:00:00,Estádio do Maracanã,Rio de Janeiro,816490.0,George Reader,England
brazil, Mexico,4.0,0.0,NO,Jair,65,Home Win,1950-06-24,15:00:00,Estádio do Maracanã,Rio de Janeiro,816490.0,George Reader,England
brazil, Mexico,4.0,0.0,NO,Baltazar,71,Home Win,1950-06-24,15:00:00,Estádio do Maracanã,Rio de Janeiro,816490.0,George Reader,England
yugoslavia,  Switzerland,3.0,0.0,NO,Mitić,59,Home Win,1950-06-25,15:00:00,Estádio Independência,Belo Horizonte,73360.0,Giovanni Galeati,Italy
