Player name,DOB,birth_place,height,position,current_team,number,senior_career,international_career,awards
Cristiano Ronaldo dos Santos Aveiro[1],(1985-02-05) 5 February 1985 (age 39)[2],"Funchal, Madeira, Portugal",1.87 m (6 ft 2 in)[note 1],Forward,Al Nassr,7,Years?Team?Apps?(Gls) | 2002–2003?Sporting CP B?2?(0) | 2002–2003?Sporting CP?25?(3) | 2003–2009?Manchester United?196?(84) | 2009–2018?Real Madrid?292?(311) | 2018–2021?Juventus?98?(81) | 2021–2022?Manchester United?40?(19) | 2023–?Al Nassr?56?(55),2001?Portugal U15?9?(7) | 2001–2002?Portugal U17?7?(5) | 2003?Portugal U20?5?(1) | 2002–2003?Portugal U21?10?(3) | 2004?Portugal U23?3?(2) | 2003–?Portugal?216?(133),"Ballon d'Or/FIFA Ballon d'Or:2008,2013,2014,2016,2017[442][440] ? FIFA World Player of the Year:2008[442] ? The Best FIFA Men's Player:2016,2017[442] ? The Best FIFA Special Award for Outstanding Career Achievement:2021[443] ? UEFA Club Footballer of the Year:2007–08 ? UEFA Men's Player of the Year Award:2013–14,2015–16,2016–17 ? The Best Special Award of UEFA Champions League All-Time Top Scorer:2024[444] ? European Golden Shoe: 2007–08, 2010–11, 2013–14, 2014–15[442][440] ? FIFA Puskás Award:2009[445] ? FIFA Club World Cup Golden Ball:2016 ? UEFA European Championship Golden Boot:2020 ? UEFA Champions League top scorer:2007–08,2012–13,2013–14,2014–15,2015–16,2016–17,2017–18[446] ? Premier League Player of the Season:2006–07,2007–08[439] ? La Liga Best Player:2013–14[115] ? Serie A Footballer of the Year:2019,[447]2020[448] ? Premier League Golden Boot:2007–08[439] ? Pichichi Trophy:2010–11,2013–14,2014–15 ? Capocannoniere:2020–21[449] ? Saudi Pro League Top Scorers:2023–24 ? Golden Foot: 2020[450] ? Ballon d'Or Dream Team: 2020[451] ? FIFA FIFPRO World 11: 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021[452] ? Portuguese Sportsman of the Year: 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019[453] ? FPF Portuguese Player of the Year: 2015, 2016,[454]2017, 2018, 2019[455]"
