Home_Team,Away_Team,Home_Score,Away_Score,Penalties,Player_Name,Goal_Time,Outcome,Date,Time,Stadium,City,Attendance,Referee,Referee_City,First_Team_Goals,Second_Team_Goals,Tournament_Stage
france, Mexico,4.0,1.0,NO,L. Laurent,19,Home Win,1930-07-13,15:00:00,Estadio Pocitos,Montevideo,44440.0,unknown,Uruguay,"L. Laurent  19'; Langiller  40'; Maschinot  43', 87'",Carreño  70',Group Stage
france, Mexico,4.0,1.0,NO,Langiller,40,Home Win,1930-07-13,15:00:00,Estadio Pocitos,Montevideo,44440.0,unknown,Uruguay,"L. Laurent  19'; Langiller  40'; Maschinot  43', 87'",Carreño  70',Group Stage
france, Mexico,4.0,1.0,NO,Maschinot,43,Home Win,1930-07-13,15:00:00,Estadio Pocitos,Montevideo,44440.0,unknown,Uruguay,"L. Laurent  19'; Langiller  40'; Maschinot  43', 87'",Carreño  70',Group Stage
france, Mexico,4.0,1.0,NO,Carreño,70,Home Win,1930-07-13,15:00:00,Estadio Pocitos,Montevideo,44440.0,unknown,Uruguay,"L. Laurent  19'; Langiller  40'; Maschinot  43', 87'",Carreño  70',Group Stage
argentina, France,1.0,0.0,NO,Monti,81,Home Win,1930-07-15,16:00:00,Estadio Parque Central,Montevideo,234090.0,Almeida Rêgo,Brazil,Monti  81',0,Group Stage
chile, Mexico,3.0,0.0,NO,Vidal,3,Home Win,1930-07-16,14:45:00,Estadio Parque Central,Montevideo,92490.0,Henri Christophe,Belgium,"Vidal  3', 65'; M. Rosas  52' (o.g.); o.g.",0,Group Stage
chile, Mexico,3.0,0.0,NO,M. Rosas,52,Home Win,1930-07-16,14:45:00,Estadio Parque Central,Montevideo,92490.0,Henri Christophe,Belgium,"Vidal  3', 65'; M. Rosas  52' (o.g.); o.g.",0,Group Stage
chile, France,1.0,0.0,NO,Subiabre,67,Home Win,1930-07-19,12:50:00,Estadio Centenario,Montevideo,20000.0,unknown,Uruguay,Subiabre  67',0,Group Stage
argentina, Mexico,6.0,3.0,NO,Stábile,8,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia,"Stábile  8', 17', 80'; Zumelzú  12', 55'; Varallo  53'","M. Rosas  42' (pen.), 65'; pen.  75'; Gayón",Group Stage
argentina, Mexico,6.0,3.0,NO,Zumelzú,12,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia,"Stábile  8', 17', 80'; Zumelzú  12', 55'; Varallo  53'","M. Rosas  42' (pen.), 65'; pen.  75'; Gayón",Group Stage
argentina, Mexico,6.0,3.0,NO,Varallo,53,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia,"Stábile  8', 17', 80'; Zumelzú  12', 55'; Varallo  53'","M. Rosas  42' (pen.), 65'; pen.  75'; Gayón",Group Stage
argentina, Mexico,6.0,3.0,NO,M. Rosas,42,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia,"Stábile  8', 17', 80'; Zumelzú  12', 55'; Varallo  53'","M. Rosas  42' (pen.), 65'; pen.  75'; Gayón",Group Stage
argentina, Mexico,6.0,3.0,NO,Roberto Gayón,75,Home Win,1930-07-19,15:00:00,Estadio Centenario,Montevideo,421000.0,Ulises Saucedo,Bolivia,"Stábile  8', 17', 80'; Zumelzú  12', 55'; Varallo  53'","M. Rosas  42' (pen.), 65'; pen.  75'; Gayón",Group Stage
argentina, Chile,3.0,1.0,NO,Stábile,12,Home Win,1930-07-22,14:45:00,Estadio Centenario,Montevideo,414590.0,John Langenus,Belgium,"Stábile  12', 13'; M. Evaristo  51'",Subiabre  15',Group Stage
argentina, Chile,3.0,1.0,NO,M. Evaristo,51,Home Win,1930-07-22,14:45:00,Estadio Centenario,Montevideo,414590.0,John Langenus,Belgium,"Stábile  12', 13'; M. Evaristo  51'",Subiabre  15',Group Stage
argentina, Chile,3.0,1.0,NO,Subiabre,15,Home Win,1930-07-22,14:45:00,Estadio Centenario,Montevideo,414590.0,John Langenus,Belgium,"Stábile  12', 13'; M. Evaristo  51'",Subiabre  15',Group Stage
yugoslavia, Brazil,2.0,1.0,NO,Tirnanić,21,Home Win,1930-07-14,12:45:00,Estadio Parque Central,Unknown,240590.0,Aníbal Tejada,Uruguay,Tirnanić  21'; Bek  30',Preguinho  62',Group Stage
yugoslavia, Brazil,2.0,1.0,NO,Bek,30,Home Win,1930-07-14,12:45:00,Estadio Parque Central,Unknown,240590.0,Aníbal Tejada,Uruguay,Tirnanić  21'; Bek  30',Preguinho  62',Group Stage
yugoslavia, Brazil,2.0,1.0,NO,Preguinho,62,Home Win,1930-07-14,12:45:00,Estadio Parque Central,Unknown,240590.0,Aníbal Tejada,Uruguay,Tirnanić  21'; Bek  30',Preguinho  62',Group Stage
yugoslavia, Bolivia,4.0,0.0,NO,Bek,60,Home Win,1930-07-17,12:45:00,Estadio Parque Central,Unknown,183060.0,Francisco Mateucci,Uruguay,"Bek  60', 67'; Marjanović  65'; Vujadinović  85'",0,Group Stage
yugoslavia, Bolivia,4.0,0.0,NO,Marjanović,65,Home Win,1930-07-17,12:45:00,Estadio Parque Central,Unknown,183060.0,Francisco Mateucci,Uruguay,"Bek  60', 67'; Marjanović  65'; Vujadinović  85'",0,Group Stage
yugoslavia, Bolivia,4.0,0.0,NO,Vujadinović,85,Home Win,1930-07-17,12:45:00,Estadio Parque Central,Unknown,183060.0,Francisco Mateucci,Uruguay,"Bek  60', 67'; Marjanović  65'; Vujadinović  85'",0,Group Stage
brazil, Bolivia,4.0,0.0,NO,Moderato,37,Home Win,1930-07-20,13:00:00,Estadio Centenario,Unknown,254660.0,Thomas Balvay,France,"Moderato  37', 73'; Preguinho  57', 83'",0,Group Stage
brazil, Bolivia,4.0,0.0,NO,Preguinho,57,Home Win,1930-07-20,13:00:00,Estadio Centenario,Unknown,254660.0,Thomas Balvay,France,"Moderato  37', 73'; Preguinho  57', 83'",0,Group Stage
romania, Peru,3.0,1.0,NO,Deșu,1,Home Win,1930-07-14,14:50:00,Estadio Pocitos,Unknown,25490.0,Alberto Warnken,Chile,Deșu  1'; Stanciu  79'; Kovács  89',De Souza  75',Group Stage
romania, Peru,3.0,1.0,NO,Stanciu,79,Home Win,1930-07-14,14:50:00,Estadio Pocitos,Unknown,25490.0,Alberto Warnken,Chile,Deșu  1'; Stanciu  79'; Kovács  89',De Souza  75',Group Stage
romania, Peru,3.0,1.0,NO,Kovács,89,Home Win,1930-07-14,14:50:00,Estadio Pocitos,Unknown,25490.0,Alberto Warnken,Chile,Deșu  1'; Stanciu  79'; Kovács  89',De Souza  75',Group Stage
romania, Peru,3.0,1.0,NO,De Souza,75,Home Win,1930-07-14,14:50:00,Estadio Pocitos,Unknown,25490.0,Alberto Warnken,Chile,Deșu  1'; Stanciu  79'; Kovács  89',De Souza  75',Group Stage
uruguay, Peru,1.0,0.0,NO,Castro,65,Home Win,1930-07-18,14:30:00,Estadio Centenario,Unknown,577350.0,John Langenus,Belgium,Castro  65',0,Group Stage
uruguay, Romania,4.0,0.0,NO,Dorado,7,Home Win,1930-07-21,14:50:00,Estadio Centenario,Unknown,700220.0,Almeida Rêgo,Brazil,Dorado  7'; Scarone  26'; Anselmo  31'; Cea  35',0,Group Stage
uruguay, Romania,4.0,0.0,NO,Scarone,26,Home Win,1930-07-21,14:50:00,Estadio Centenario,Unknown,700220.0,Almeida Rêgo,Brazil,Dorado  7'; Scarone  26'; Anselmo  31'; Cea  35',0,Group Stage
uruguay, Romania,4.0,0.0,NO,Anselmo,31,Home Win,1930-07-21,14:50:00,Estadio Centenario,Unknown,700220.0,Almeida Rêgo,Brazil,Dorado  7'; Scarone  26'; Anselmo  31'; Cea  35',0,Group Stage
uruguay, Romania,4.0,0.0,NO,Cea,35,Home Win,1930-07-21,14:50:00,Estadio Centenario,Unknown,700220.0,Almeida Rêgo,Brazil,Dorado  7'; Scarone  26'; Anselmo  31'; Cea  35',0,Group Stage
united states, Belgium,3.0,0.0,NO,McGhee,23,Home Win,1930-07-13,15:00:00,Estadio Parque Central,Unknown,183460.0,José Macías,Argentina,McGhee  23'; Florie  45'; Patenaude  69',0,Group Stage
united states, Belgium,3.0,0.0,NO,Florie,45,Home Win,1930-07-13,15:00:00,Estadio Parque Central,Unknown,183460.0,José Macías,Argentina,McGhee  23'; Florie  45'; Patenaude  69',0,Group Stage
united states, Belgium,3.0,0.0,NO,Patenaude,69,Home Win,1930-07-13,15:00:00,Estadio Parque Central,Unknown,183460.0,José Macías,Argentina,McGhee  23'; Florie  45'; Patenaude  69',0,Group Stage
united states, Paraguay,3.0,0.0,NO,Patenaude,10,Home Win,1930-07-17,14:45:00,Estadio Parque Central,Unknown,183060.0,José Macías,Argentina,"Patenaude  10', 15', 50'",0,Group Stage
paraguay, Belgium,1.0,0.0,NO,Vargas Peña,40,Home Win,1930-07-20,15:00:00,Estadio Centenario,Unknown,120000.0,Ricardo Vallarino,Uruguay,Vargas Peña  40',0,Group Stage
argentina, United States,6.0,1.0,NO,Monti,20,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium,"Monti  20'; Scopelli  56'; Stábile  69', 87'; Peucelle  80', 85'",Brown  89',Group Stage
argentina, United States,6.0,1.0,NO,Scopelli,56,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium,"Monti  20'; Scopelli  56'; Stábile  69', 87'; Peucelle  80', 85'",Brown  89',Group Stage
argentina, United States,6.0,1.0,NO,Stábile,69,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium,"Monti  20'; Scopelli  56'; Stábile  69', 87'; Peucelle  80', 85'",Brown  89',Group Stage
argentina, United States,6.0,1.0,NO,Peucelle,80,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium,"Monti  20'; Scopelli  56'; Stábile  69', 87'; Peucelle  80', 85'",Brown  89',Group Stage
argentina, United States,6.0,1.0,NO,Brown,89,Home Win,1930-07-26,14:45:00,Estadio Centenario,Montevideo,728860.0,John Langenus,Belgium,"Monti  20'; Scopelli  56'; Stábile  69', 87'; Peucelle  80', 85'",Brown  89',Group Stage
uruguay, Yugoslavia,6.0,1.0,NO,Cea,18,Home Win,1930-07-27,14:45:00,Estadio Centenario,Unknown,798670.0,Gilberto de Almeida Rêgo,Brazil,"Cea  18', 67', 72'; Anselmo  20', 31'; Iriarte  61'",Vujadinović  4',Semi-Final
uruguay, Yugoslavia,6.0,1.0,NO,Anselmo,20,Home Win,1930-07-27,14:45:00,Estadio Centenario,Unknown,798670.0,Gilberto de Almeida Rêgo,Brazil,"Cea  18', 67', 72'; Anselmo  20', 31'; Iriarte  61'",Vujadinović  4',Semi-Final
uruguay, Yugoslavia,6.0,1.0,NO,Iriarte,61,Home Win,1930-07-27,14:45:00,Estadio Centenario,Unknown,798670.0,Gilberto de Almeida Rêgo,Brazil,"Cea  18', 67', 72'; Anselmo  20', 31'; Iriarte  61'",Vujadinović  4',Semi-Final
uruguay, Yugoslavia,6.0,1.0,NO,Vujadinović,4,Home Win,1930-07-27,14:45:00,Estadio Centenario,Unknown,798670.0,Gilberto de Almeida Rêgo,Brazil,"Cea  18', 67', 72'; Anselmo  20', 31'; Iriarte  61'",Vujadinović  4',Semi-Final
uruguay, Argentina,4.0,2.0,NO,Dorado,12,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium,Dorado  12'; Cea  57'; Iriarte  68'; Castro  89',Peucelle  20'; Stábile  37',Final
uruguay, Argentina,4.0,2.0,NO,Cea,57,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium,Dorado  12'; Cea  57'; Iriarte  68'; Castro  89',Peucelle  20'; Stábile  37',Final
uruguay, Argentina,4.0,2.0,NO,Iriarte,68,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium,Dorado  12'; Cea  57'; Iriarte  68'; Castro  89',Peucelle  20'; Stábile  37',Final
uruguay, Argentina,4.0,2.0,NO,Castro,89,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium,Dorado  12'; Cea  57'; Iriarte  68'; Castro  89',Peucelle  20'; Stábile  37',Final
uruguay, Argentina,4.0,2.0,NO,Peucelle,20,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium,Dorado  12'; Cea  57'; Iriarte  68'; Castro  89',Peucelle  20'; Stábile  37',Final
uruguay, Argentina,4.0,2.0,NO,Stábile,37,Home Win,1930-07-30,12:45:00,Estadio Centenario,Montevideo,683460.0,John Langenus,Belgium,Dorado  12'; Cea  57'; Iriarte  68'; Castro  89',Peucelle  20'; Stábile  37',Final
spain, Brazil,3.0,1.0,NO,Iraragorri,18,Home Win,1934-05-27,16:00:00,Stadio Luigi Ferraris,Genoa,210000.0,Alfred Birlem,Germany,"Iraragorri  18' (pen.), 25'; pen.  29'; Lángara",Leônidas  55',Group Stage
spain, Brazil,3.0,1.0,NO,pen.,29,Home Win,1934-05-27,16:00:00,Stadio Luigi Ferraris,Genoa,210000.0,Alfred Birlem,Germany,"Iraragorri  18' (pen.), 25'; pen.  29'; Lángara",Leônidas  55',Group Stage
spain, Brazil,3.0,1.0,NO,Leônidas,55,Home Win,1934-05-27,16:00:00,Stadio Luigi Ferraris,Genoa,210000.0,Alfred Birlem,Germany,"Iraragorri  18' (pen.), 25'; pen.  29'; Lángara",Leônidas  55',Group Stage
hungary, Egypt,4.0,2.0,NO,Teleki,11,Home Win,1934-05-27,16:00:00,Stadio Giorgio Ascarelli,Naples,90000.0,Rinaldo Barlassina,Italy,"Teleki  11'; Toldi  31', 61'; Vincze  53'","Fawzi  35', 39'",Group Stage
hungary, Egypt,4.0,2.0,NO,Toldi,31,Home Win,1934-05-27,16:00:00,Stadio Giorgio Ascarelli,Naples,90000.0,Rinaldo Barlassina,Italy,"Teleki  11'; Toldi  31', 61'; Vincze  53'","Fawzi  35', 39'",Group Stage
hungary, Egypt,4.0,2.0,NO,Vincze,53,Home Win,1934-05-27,16:00:00,Stadio Giorgio Ascarelli,Naples,90000.0,Rinaldo Barlassina,Italy,"Teleki  11'; Toldi  31', 61'; Vincze  53'","Fawzi  35', 39'",Group Stage
hungary, Egypt,4.0,2.0,NO,Fawzi,35,Home Win,1934-05-27,16:00:00,Stadio Giorgio Ascarelli,Naples,90000.0,Rinaldo Barlassina,Italy,"Teleki  11'; Toldi  31', 61'; Vincze  53'","Fawzi  35', 39'",Group Stage
switzerland, Netherlands,3.0,2.0,NO,Kielholz,7,Home Win,1934-05-27,16:00:00,Stadio San Siro,Milan,330000.0,Ivan Eklind,Sweden,"Kielholz  7', 43'; Abegglen  66'",Smit  29'; Vente  69',Group Stage
switzerland, Netherlands,3.0,2.0,NO,Abegglen,66,Home Win,1934-05-27,16:00:00,Stadio San Siro,Milan,330000.0,Ivan Eklind,Sweden,"Kielholz  7', 43'; Abegglen  66'",Smit  29'; Vente  69',Group Stage
switzerland, Netherlands,3.0,2.0,NO,Smit,29,Home Win,1934-05-27,16:00:00,Stadio San Siro,Milan,330000.0,Ivan Eklind,Sweden,"Kielholz  7', 43'; Abegglen  66'",Smit  29'; Vente  69',Group Stage
switzerland, Netherlands,3.0,2.0,NO,Vente,69,Home Win,1934-05-27,16:00:00,Stadio San Siro,Milan,330000.0,Ivan Eklind,Sweden,"Kielholz  7', 43'; Abegglen  66'",Smit  29'; Vente  69',Group Stage
italy, United States,7.0,1.0,NO,Schiavio,18,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland,"Schiavio  18', 29', 64'; Orsi  20', 69'; Ferrari  63'; Meazza  90'",Donelli  57',Group Stage
italy, United States,7.0,1.0,NO,Orsi,20,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland,"Schiavio  18', 29', 64'; Orsi  20', 69'; Ferrari  63'; Meazza  90'",Donelli  57',Group Stage
italy, United States,7.0,1.0,NO,Ferrari,63,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland,"Schiavio  18', 29', 64'; Orsi  20', 69'; Ferrari  63'; Meazza  90'",Donelli  57',Group Stage
italy, United States,7.0,1.0,NO,Meazza,90,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland,"Schiavio  18', 29', 64'; Orsi  20', 69'; Ferrari  63'; Meazza  90'",Donelli  57',Group Stage
italy, United States,7.0,1.0,NO,Donelli,57,Home Win,1934-05-27,16:00:00,Stadio Nazionale PNF,Rome,250000.0,René Mercet,Switzerland,"Schiavio  18', 29', 64'; Orsi  20', 69'; Ferrari  63'; Meazza  90'",Donelli  57',Group Stage
czechoslovakia, Romania,2.0,1.0,NO,Puč,50,Home Win,1934-05-27,16:00:00,Stadio Littorio,Trieste,90000.0,John Langenus,Belgium,Puč  50'; Nejedlý  67',Dobay  11',Group Stage
czechoslovakia, Romania,2.0,1.0,NO,Nejedlý,67,Home Win,1934-05-27,16:00:00,Stadio Littorio,Trieste,90000.0,John Langenus,Belgium,Puč  50'; Nejedlý  67',Dobay  11',Group Stage
czechoslovakia, Romania,2.0,1.0,NO,Dobay,11,Home Win,1934-05-27,16:00:00,Stadio Littorio,Trieste,90000.0,John Langenus,Belgium,Puč  50'; Nejedlý  67',Dobay  11',Group Stage
sweden, Argentina,3.0,2.0,NO,Jonasson,9,Home Win,1934-05-27,16:00:00,Stadio Littoriale,Bologna,140000.0,Eugen Braun,Austria,"Jonasson  9', 67'; Kroon  79'",Belis  4'; Galateo  48',Group Stage
sweden, Argentina,3.0,2.0,NO,Kroon,79,Home Win,1934-05-27,16:00:00,Stadio Littoriale,Bologna,140000.0,Eugen Braun,Austria,"Jonasson  9', 67'; Kroon  79'",Belis  4'; Galateo  48',Group Stage
sweden, Argentina,3.0,2.0,NO,Belis,4,Home Win,1934-05-27,16:00:00,Stadio Littoriale,Bologna,140000.0,Eugen Braun,Austria,"Jonasson  9', 67'; Kroon  79'",Belis  4'; Galateo  48',Group Stage
sweden, Argentina,3.0,2.0,NO,Galateo,48,Home Win,1934-05-27,16:00:00,Stadio Littoriale,Bologna,140000.0,Eugen Braun,Austria,"Jonasson  9', 67'; Kroon  79'",Belis  4'; Galateo  48',Group Stage
austria, France,3.0,2.0,NO,Sindelar,44,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands,Sindelar  44'; Schall  93'; Bican  109',Nicolas  18'; Verriest  116' (pen.); pen.,Group Stage
austria, France,3.0,2.0,NO,Schall,93,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands,Sindelar  44'; Schall  93'; Bican  109',Nicolas  18'; Verriest  116' (pen.); pen.,Group Stage
austria, France,3.0,2.0,NO,Bican,109,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands,Sindelar  44'; Schall  93'; Bican  109',Nicolas  18'; Verriest  116' (pen.); pen.,Group Stage
austria, France,3.0,2.0,NO,Nicolas,18,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands,Sindelar  44'; Schall  93'; Bican  109',Nicolas  18'; Verriest  116' (pen.); pen.,Group Stage
austria, France,3.0,2.0,NO,Verriest,116,Home Win,1934-05-27,16:00:00,Stadio Benito Mussolini,Turin,160000.0,Johannes van Moorsel,Netherlands,Sindelar  44'; Schall  93'; Bican  109',Nicolas  18'; Verriest  116' (pen.); pen.,Group Stage
germany, Belgium,5.0,2.0,NO,Kobierski,25,Home Win,1934-05-27,16:00:00,Stadio Giovanni Berta,Florence,80000.0,Francesco Mattea,Italy,"Kobierski  25'; Siffling  49'; Conen  66', 70', 87'","Voorhoof  29', 43'",Group Stage
germany, Belgium,5.0,2.0,NO,Siffling,49,Home Win,1934-05-27,16:00:00,Stadio Giovanni Berta,Florence,80000.0,Francesco Mattea,Italy,"Kobierski  25'; Siffling  49'; Conen  66', 70', 87'","Voorhoof  29', 43'",Group Stage
germany, Belgium,5.0,2.0,NO,Conen,66,Home Win,1934-05-27,16:00:00,Stadio Giovanni Berta,Florence,80000.0,Francesco Mattea,Italy,"Kobierski  25'; Siffling  49'; Conen  66', 70', 87'","Voorhoof  29', 43'",Group Stage
germany, Belgium,5.0,2.0,NO,Voorhoof,29,Home Win,1934-05-27,16:00:00,Stadio Giovanni Berta,Florence,80000.0,Francesco Mattea,Italy,"Kobierski  25'; Siffling  49'; Conen  66', 70', 87'","Voorhoof  29', 43'",Group Stage
austria, Hungary,2.0,1.0,NO,Horvath,8,Home Win,1934-05-31,16:30:00,Stadio Littoriale,Bologna,230000.0,Francesco Mattea,Italy,Horvath  8'; Zischek  51',Sárosi  60' (pen.); pen.,Quarter-Final
austria, Hungary,2.0,1.0,NO,Zischek,51,Home Win,1934-05-31,16:30:00,Stadio Littoriale,Bologna,230000.0,Francesco Mattea,Italy,Horvath  8'; Zischek  51',Sárosi  60' (pen.); pen.,Quarter-Final
austria, Hungary,2.0,1.0,NO,Sárosi,60,Home Win,1934-05-31,16:30:00,Stadio Littoriale,Bologna,230000.0,Francesco Mattea,Italy,Horvath  8'; Zischek  51',Sárosi  60' (pen.); pen.,Quarter-Final
italy, Spain,1.0,1.0,NO,Ferrari,44,Draw,1934-05-31,16:30:00,Stadio Giovanni Berta,Florence,350000.0,Louis Baert,Belgium,Ferrari  44',Regueiro  30',Quarter-Final
italy, Spain,1.0,1.0,NO,Regueiro,30,Draw,1934-05-31,16:30:00,Stadio Giovanni Berta,Florence,350000.0,Louis Baert,Belgium,Ferrari  44',Regueiro  30',Quarter-Final
germany, Sweden,2.0,1.0,NO,Hohmann,60,Home Win,1934-05-31,16:30:00,Stadio San Siro,Milan,30000.0,Rinaldo Barlassina,Italy,"Hohmann  60', 63'",Dunker  82',Quarter-Final
germany, Sweden,2.0,1.0,NO,Dunker,82,Home Win,1934-05-31,16:30:00,Stadio San Siro,Milan,30000.0,Rinaldo Barlassina,Italy,"Hohmann  60', 63'",Dunker  82',Quarter-Final
czechoslovakia,  Switzerland,3.0,2.0,NO,Svoboda,24,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria,Svoboda  24'; Sobotka  49'; Nejedlý  82',Kielholz  18'; Jäggi  78',Quarter-Final
czechoslovakia,  Switzerland,3.0,2.0,NO,Sobotka,49,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria,Svoboda  24'; Sobotka  49'; Nejedlý  82',Kielholz  18'; Jäggi  78',Quarter-Final
czechoslovakia,  Switzerland,3.0,2.0,NO,Nejedlý,82,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria,Svoboda  24'; Sobotka  49'; Nejedlý  82',Kielholz  18'; Jäggi  78',Quarter-Final
czechoslovakia,  Switzerland,3.0,2.0,NO,Kielholz,18,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria,Svoboda  24'; Sobotka  49'; Nejedlý  82',Kielholz  18'; Jäggi  78',Quarter-Final
czechoslovakia,  Switzerland,3.0,2.0,NO,Jäggi,78,Home Win,1934-05-31,16:30:00,Stadio Benito Mussolini,Turin,120000.0,Alois Beranek,Austria,Svoboda  24'; Sobotka  49'; Nejedlý  82',Kielholz  18'; Jäggi  78',Quarter-Final
italy, Spain,1.0,0.0,NO,Meazza,11,Home Win,1934-06-01,16:30:00,Stadio Giovanni Berta,Florence,430000.0,René Mercet,Switzerland,Meazza  11',0,Group Stage
italy, Austria,1.0,0.0,NO,Guaita,19,Home Win,1934-06-03,16:30:00,Stadio San Siro,Milan,350000.0,Ivan Eklind,Sweden,Guaita  19',0,Semi-Final
czechoslovakia, Germany,3.0,1.0,NO,Nejedlý,21,Home Win,1934-06-03,16:30:00,Stadio Nazionale PNF,Rome,150000.0,Rinaldo Barlassina,Italy,"Nejedlý  21', 69', 80'",Noack  62',Semi-Final
czechoslovakia, Germany,3.0,1.0,NO,Noack,62,Home Win,1934-06-03,16:30:00,Stadio Nazionale PNF,Rome,150000.0,Rinaldo Barlassina,Italy,"Nejedlý  21', 69', 80'",Noack  62',Semi-Final
germany, Austria,3.0,2.0,NO,Lehner,1,Home Win,1934-06-07,18:00:00,Stadio Giorgio Ascarelli,Naples,70000.0,Albino Carraro,Italy,"Lehner  1', 42'; Conen  27'",Horvath  28'; Sesta  54',Group Stage
germany, Austria,3.0,2.0,NO,Conen,27,Home Win,1934-06-07,18:00:00,Stadio Giorgio Ascarelli,Naples,70000.0,Albino Carraro,Italy,"Lehner  1', 42'; Conen  27'",Horvath  28'; Sesta  54',Group Stage
germany, Austria,3.0,2.0,NO,Horvath,28,Home Win,1934-06-07,18:00:00,Stadio Giorgio Ascarelli,Naples,70000.0,Albino Carraro,Italy,"Lehner  1', 42'; Conen  27'",Horvath  28'; Sesta  54',Group Stage
germany, Austria,3.0,2.0,NO,Sesta,54,Home Win,1934-06-07,18:00:00,Stadio Giorgio Ascarelli,Naples,70000.0,Albino Carraro,Italy,"Lehner  1', 42'; Conen  27'",Horvath  28'; Sesta  54',Group Stage
italy, Czechoslovakia,2.0,1.0,NO,Orsi,81,Home Win,1934-06-10,15:30:00,Stadio Nazionale PNF,Rome,550000.0,Ivan Eklind,Sweden,Orsi  81'; Schiavio  95',Puč  71',Final
italy, Czechoslovakia,2.0,1.0,NO,Schiavio,95,Home Win,1934-06-10,15:30:00,Stadio Nazionale PNF,Rome,550000.0,Ivan Eklind,Sweden,Orsi  81'; Schiavio  95',Puč  71',Final
italy, Czechoslovakia,2.0,1.0,NO,Puč,71,Home Win,1934-06-10,15:30:00,Stadio Nazionale PNF,Rome,550000.0,Ivan Eklind,Sweden,Orsi  81'; Schiavio  95',Puč  71',Final
switzerland, Germany,1.0,1.0,NO,Abegglen,43,Draw,1938-06-04,17:00:00,Parc des Princes,Paris,271520.0,John Langenus,Belgium,Abegglen  43',Gauchel  29',Group Stage
switzerland, Germany,1.0,1.0,NO,Gauchel,29,Draw,1938-06-04,17:00:00,Parc des Princes,Paris,271520.0,John Langenus,Belgium,Abegglen  43',Gauchel  29',Group Stage
hungary, Dutch East Indies,6.0,0.0,NO,Kohut,13,Home Win,1938-06-05,17:00:00,Vélodrome Municipal,Reims,90000.0,unknown,France,"Kohut  13'; Toldi  15'; G. Sárosi  28', 89'; Zsengellér  35', 76'",0,Group Stage
hungary, Dutch East Indies,6.0,0.0,NO,Toldi,15,Home Win,1938-06-05,17:00:00,Vélodrome Municipal,Reims,90000.0,unknown,France,"Kohut  13'; Toldi  15'; G. Sárosi  28', 89'; Zsengellér  35', 76'",0,Group Stage
hungary, Dutch East Indies,6.0,0.0,NO,G. Sárosi,28,Home Win,1938-06-05,17:00:00,Vélodrome Municipal,Reims,90000.0,unknown,France,"Kohut  13'; Toldi  15'; G. Sárosi  28', 89'; Zsengellér  35', 76'",0,Group Stage
hungary, Dutch East Indies,6.0,0.0,NO,Zsengellér,35,Home Win,1938-06-05,17:00:00,Vélodrome Municipal,Reims,90000.0,unknown,France,"Kohut  13'; Toldi  15'; G. Sárosi  28', 89'; Zsengellér  35', 76'",0,Group Stage
