Home_Team,Score,Away_Team,Penalties,First_Team_Goals,Second_Team_Goals,Date,Time,Stadium,City,Attendance,Referee,Referee_City,Player_Name,Goal_Time,Home_Score,Away_Score,Outcome
romania,2–1, Czechoslovakia,NO,Neagu  52'; Dumitrache  75' (pen.); pen.,Petráš  5',1970-06-06,16:00:00,Estadio Jalisco,Guadalajara,568180.0,Diego De Leo,Mexico,Neagu,52,2.0,1.0,Home Win
romania,2–1, Czechoslovakia,NO,Neagu  52'; Dumitrache  75' (pen.); pen.,Petráš  5',1970-06-06,16:00:00,Estadio Jalisco,Guadalajara,568180.0,Diego De Leo,Mexico,Dumitrache,75,2.0,1.0,Home Win
romania,2–1, Czechoslovakia,NO,Neagu  52'; Dumitrache  75' (pen.); pen.,Petráš  5',1970-06-06,16:00:00,Estadio Jalisco,Guadalajara,568180.0,Diego De Leo,Mexico,Petráš,5,2.0,1.0,Home Win
brazil,1–0, England,NO,Jairzinho  59',0,1970-06-07,12:00:00,Estadio Jalisco,Guadalajara,668430.0,Abraham Klein,Israel,Jairzinho,59,1.0,0.0,Home Win
brazil,3–2, Romania,NO,"Pelé  19', 67'; Jairzinho  22'",Dumitrache  34'; Dembrovschi  84',1970-06-10,16:00:00,Estadio Jalisco,Guadalajara,508040.0,Ferdinand Marschall,Austria,Pelé,19,3.0,2.0,Home Win
brazil,3–2, Romania,NO,"Pelé  19', 67'; Jairzinho  22'",Dumitrache  34'; Dembrovschi  84',1970-06-10,16:00:00,Estadio Jalisco,Guadalajara,508040.0,Ferdinand Marschall,Austria,Jairzinho,22,3.0,2.0,Home Win
brazil,3–2, Romania,NO,"Pelé  19', 67'; Jairzinho  22'",Dumitrache  34'; Dembrovschi  84',1970-06-10,16:00:00,Estadio Jalisco,Guadalajara,508040.0,Ferdinand Marschall,Austria,Dumitrache,34,3.0,2.0,Home Win
brazil,3–2, Romania,NO,"Pelé  19', 67'; Jairzinho  22'",Dumitrache  34'; Dembrovschi  84',1970-06-10,16:00:00,Estadio Jalisco,Guadalajara,508040.0,Ferdinand Marschall,Austria,Dembrovschi,84,3.0,2.0,Home Win
england,1–0, Czechoslovakia,NO,Clarke  50' (pen.); pen.,0,1970-06-11,16:00:00,Estadio Jalisco,Guadalajara,492920.0,Roger Machin,France,Clarke,50,1.0,0.0,Home Win
peru,3–2, Bulgaria,NO,Gallardo  50'; Chumpitaz  55'; Cubillas  73',Dermendzhiev  13'; Bonev  49',1970-06-02,16:00:00,Estadio Nou Camp,León,137650.0,Antonio Sbardella,Italy,Gallardo,50,3.0,2.0,Home Win
peru,3–2, Bulgaria,NO,Gallardo  50'; Chumpitaz  55'; Cubillas  73',Dermendzhiev  13'; Bonev  49',1970-06-02,16:00:00,Estadio Nou Camp,León,137650.0,Antonio Sbardella,Italy,Chumpitaz,55,3.0,2.0,Home Win
peru,3–2, Bulgaria,NO,Gallardo  50'; Chumpitaz  55'; Cubillas  73',Dermendzhiev  13'; Bonev  49',1970-06-02,16:00:00,Estadio Nou Camp,León,137650.0,Antonio Sbardella,Italy,Cubillas,73,3.0,2.0,Home Win
peru,3–2, Bulgaria,NO,Gallardo  50'; Chumpitaz  55'; Cubillas  73',Dermendzhiev  13'; Bonev  49',1970-06-02,16:00:00,Estadio Nou Camp,León,137650.0,Antonio Sbardella,Italy,Dermendzhiev,13,3.0,2.0,Home Win
peru,3–2, Bulgaria,NO,Gallardo  50'; Chumpitaz  55'; Cubillas  73',Dermendzhiev  13'; Bonev  49',1970-06-02,16:00:00,Estadio Nou Camp,León,137650.0,Antonio Sbardella,Italy,Bonev,49,3.0,2.0,Home Win
west germany,2–1, Morocco,NO,Seeler  56'; Müller  80',Jarir  21',1970-06-03,16:00:00,Estadio Nou Camp,León,129420.0,Laurens van Ravens,Netherlands,Seeler,56,2.0,1.0,Home Win
west germany,2–1, Morocco,NO,Seeler  56'; Müller  80',Jarir  21',1970-06-03,16:00:00,Estadio Nou Camp,León,129420.0,Laurens van Ravens,Netherlands,Müller,80,2.0,1.0,Home Win
west germany,2–1, Morocco,NO,Seeler  56'; Müller  80',Jarir  21',1970-06-03,16:00:00,Estadio Nou Camp,León,129420.0,Laurens van Ravens,Netherlands,Jarir,21,2.0,1.0,Home Win
peru,3–0, Morocco,NO,"Cubillas  65', 75'; Challe  67'",0,1970-06-06,16:00:00,Estadio Nou Camp,León,135370.0,Tofiq Bahramov,Soviet Union,Cubillas,65,3.0,0.0,Home Win
peru,3–0, Morocco,NO,"Cubillas  65', 75'; Challe  67'",0,1970-06-06,16:00:00,Estadio Nou Camp,León,135370.0,Tofiq Bahramov,Soviet Union,Challe,67,3.0,0.0,Home Win
west germany,5–2, Bulgaria,NO,"Libuda  20'; Müller  27', 52' (pen.), 88'; pen.  67'; Seeler",Nikodimov  12'; Kolev  89',1970-06-07,12:00:00,Estadio Nou Camp,León,127100.0,José María Ortiz de Mendíbil,Spain,Libuda,20,5.0,2.0,Home Win
west germany,5–2, Bulgaria,NO,"Libuda  20'; Müller  27', 52' (pen.), 88'; pen.  67'; Seeler",Nikodimov  12'; Kolev  89',1970-06-07,12:00:00,Estadio Nou Camp,León,127100.0,José María Ortiz de Mendíbil,Spain,Müller,27,5.0,2.0,Home Win
west germany,5–2, Bulgaria,NO,"Libuda  20'; Müller  27', 52' (pen.), 88'; pen.  67'; Seeler",Nikodimov  12'; Kolev  89',1970-06-07,12:00:00,Estadio Nou Camp,León,127100.0,José María Ortiz de Mendíbil,Spain,pen.,67,5.0,2.0,Home Win
west germany,5–2, Bulgaria,NO,"Libuda  20'; Müller  27', 52' (pen.), 88'; pen.  67'; Seeler",Nikodimov  12'; Kolev  89',1970-06-07,12:00:00,Estadio Nou Camp,León,127100.0,José María Ortiz de Mendíbil,Spain,Nikodimov,12,5.0,2.0,Home Win
west germany,5–2, Bulgaria,NO,"Libuda  20'; Müller  27', 52' (pen.), 88'; pen.  67'; Seeler",Nikodimov  12'; Kolev  89',1970-06-07,12:00:00,Estadio Nou Camp,León,127100.0,José María Ortiz de Mendíbil,Spain,Kolev,89,5.0,2.0,Home Win
west germany,3–1, Peru,NO,"Müller  19', 26', 39'",Cubillas  44',1970-06-10,16:00:00,Estadio Nou Camp,León,178750.0,Abel Aguilar Elizalde,Mexico,Müller,19,3.0,1.0,Home Win
west germany,3–1, Peru,NO,"Müller  19', 26', 39'",Cubillas  44',1970-06-10,16:00:00,Estadio Nou Camp,León,178750.0,Abel Aguilar Elizalde,Mexico,Cubillas,44,3.0,1.0,Home Win
bulgaria,1–1, Morocco,NO,Zhechev  40',Ghazouani  61',1970-06-11,16:00:00,Estadio Nou Camp,León,122990.0,Antonio Ribeiro Saldanha,Portugal,Zhechev,40,1.0,1.0,Draw
bulgaria,1–1, Morocco,NO,Zhechev  40',Ghazouani  61',1970-06-11,16:00:00,Estadio Nou Camp,León,122990.0,Antonio Ribeiro Saldanha,Portugal,Ghazouani,61,1.0,1.0,Draw
soviet union,0–1 (a.e.t.), Uruguay,NO,0,Espárrago  117',1970-06-14,12:00:00,Estadio Azteca,Mexico City,260850.0,Laurens van Ravens,Netherlands,Espárrago,117,0.0,1.0,Away Win
italy,4–1, Mexico,NO,"Guzmán  25' (o.g.); o.g.  63', 76'; Riva  70'; Rivera",González  13',1970-06-14,12:00:00,Estadio Luis Dosal,Toluca,268510.0,Rudolf Scheurer,Switzerland,Guzmán,25,4.0,1.0,Home Win
italy,4–1, Mexico,NO,"Guzmán  25' (o.g.); o.g.  63', 76'; Riva  70'; Rivera",González  13',1970-06-14,12:00:00,Estadio Luis Dosal,Toluca,268510.0,Rudolf Scheurer,Switzerland,o.g.,63,4.0,1.0,Home Win
italy,4–1, Mexico,NO,"Guzmán  25' (o.g.); o.g.  63', 76'; Riva  70'; Rivera",González  13',1970-06-14,12:00:00,Estadio Luis Dosal,Toluca,268510.0,Rudolf Scheurer,Switzerland,Riva,70,4.0,1.0,Home Win
italy,4–1, Mexico,NO,"Guzmán  25' (o.g.); o.g.  63', 76'; Riva  70'; Rivera",González  13',1970-06-14,12:00:00,Estadio Luis Dosal,Toluca,268510.0,Rudolf Scheurer,Switzerland,González,13,4.0,1.0,Home Win
brazil,4–2, Peru,NO,"Rivellino  11'; Tostão  15', 52'; Jairzinho  75'",Gallardo  28'; Cubillas  70',1970-06-14,12:00:00,Estadio Jalisco,Guadalajara,542330.0,Vital Loraux,Belgium,Rivellino,11,4.0,2.0,Home Win
brazil,4–2, Peru,NO,"Rivellino  11'; Tostão  15', 52'; Jairzinho  75'",Gallardo  28'; Cubillas  70',1970-06-14,12:00:00,Estadio Jalisco,Guadalajara,542330.0,Vital Loraux,Belgium,Tostão,15,4.0,2.0,Home Win
brazil,4–2, Peru,NO,"Rivellino  11'; Tostão  15', 52'; Jairzinho  75'",Gallardo  28'; Cubillas  70',1970-06-14,12:00:00,Estadio Jalisco,Guadalajara,542330.0,Vital Loraux,Belgium,Jairzinho,75,4.0,2.0,Home Win
brazil,4–2, Peru,NO,"Rivellino  11'; Tostão  15', 52'; Jairzinho  75'",Gallardo  28'; Cubillas  70',1970-06-14,12:00:00,Estadio Jalisco,Guadalajara,542330.0,Vital Loraux,Belgium,Gallardo,28,4.0,2.0,Home Win
brazil,4–2, Peru,NO,"Rivellino  11'; Tostão  15', 52'; Jairzinho  75'",Gallardo  28'; Cubillas  70',1970-06-14,12:00:00,Estadio Jalisco,Guadalajara,542330.0,Vital Loraux,Belgium,Cubillas,70,4.0,2.0,Home Win
west germany,3–2 (a.e.t.), England,NO,Beckenbauer  68'; Seeler  82'; Müller  108',Mullery  31'; Peters  49',1970-06-14,12:00:00,Estadio Nou Camp,León,233570.0,Ángel Norberto Coerezza,Argentina,Beckenbauer,68,3.0,2.0,Home Win
west germany,3–2 (a.e.t.), England,NO,Beckenbauer  68'; Seeler  82'; Müller  108',Mullery  31'; Peters  49',1970-06-14,12:00:00,Estadio Nou Camp,León,233570.0,Ángel Norberto Coerezza,Argentina,Seeler,82,3.0,2.0,Home Win
west germany,3–2 (a.e.t.), England,NO,Beckenbauer  68'; Seeler  82'; Müller  108',Mullery  31'; Peters  49',1970-06-14,12:00:00,Estadio Nou Camp,León,233570.0,Ángel Norberto Coerezza,Argentina,Müller,108,3.0,2.0,Home Win
west germany,3–2 (a.e.t.), England,NO,Beckenbauer  68'; Seeler  82'; Müller  108',Mullery  31'; Peters  49',1970-06-14,12:00:00,Estadio Nou Camp,León,233570.0,Ángel Norberto Coerezza,Argentina,Mullery,31,3.0,2.0,Home Win
west germany,3–2 (a.e.t.), England,NO,Beckenbauer  68'; Seeler  82'; Müller  108',Mullery  31'; Peters  49',1970-06-14,12:00:00,Estadio Nou Camp,León,233570.0,Ángel Norberto Coerezza,Argentina,Peters,49,3.0,2.0,Home Win
uruguay,1–3, Brazil,NO,Cubilla  19',Clodoaldo  44'; Jairzinho  76'; Rivellino  89',1970-06-17,16:00:00,Estadio Jalisco,Guadalajara,512610.0,José María Ortiz de Mendibil,Spain,Cubilla,19,1.0,3.0,Away Win
uruguay,1–3, Brazil,NO,Cubilla  19',Clodoaldo  44'; Jairzinho  76'; Rivellino  89',1970-06-17,16:00:00,Estadio Jalisco,Guadalajara,512610.0,José María Ortiz de Mendibil,Spain,Clodoaldo,44,1.0,3.0,Away Win
uruguay,1–3, Brazil,NO,Cubilla  19',Clodoaldo  44'; Jairzinho  76'; Rivellino  89',1970-06-17,16:00:00,Estadio Jalisco,Guadalajara,512610.0,José María Ortiz de Mendibil,Spain,Jairzinho,76,1.0,3.0,Away Win
uruguay,1–3, Brazil,NO,Cubilla  19',Clodoaldo  44'; Jairzinho  76'; Rivellino  89',1970-06-17,16:00:00,Estadio Jalisco,Guadalajara,512610.0,José María Ortiz de Mendibil,Spain,Rivellino,89,1.0,3.0,Away Win
italy,4–3 (a.e.t.), West Germany,NO,Boninsegna  8'; Burgnich  98'; Riva  104'; Rivera  111',"Schnellinger  90'; Müller  95', 110'",1970-06-17,16:00:00,Estadio Azteca,Mexico City,1024440.0,Arturo Yamasaki,Peru,Boninsegna,8,4.0,3.0,Home Win
italy,4–3 (a.e.t.), West Germany,NO,Boninsegna  8'; Burgnich  98'; Riva  104'; Rivera  111',"Schnellinger  90'; Müller  95', 110'",1970-06-17,16:00:00,Estadio Azteca,Mexico City,1024440.0,Arturo Yamasaki,Peru,Burgnich,98,4.0,3.0,Home Win
italy,4–3 (a.e.t.), West Germany,NO,Boninsegna  8'; Burgnich  98'; Riva  104'; Rivera  111',"Schnellinger  90'; Müller  95', 110'",1970-06-17,16:00:00,Estadio Azteca,Mexico City,1024440.0,Arturo Yamasaki,Peru,Riva,104,4.0,3.0,Home Win
italy,4–3 (a.e.t.), West Germany,NO,Boninsegna  8'; Burgnich  98'; Riva  104'; Rivera  111',"Schnellinger  90'; Müller  95', 110'",1970-06-17,16:00:00,Estadio Azteca,Mexico City,1024440.0,Arturo Yamasaki,Peru,Rivera,111,4.0,3.0,Home Win
italy,4–3 (a.e.t.), West Germany,NO,Boninsegna  8'; Burgnich  98'; Riva  104'; Rivera  111',"Schnellinger  90'; Müller  95', 110'",1970-06-17,16:00:00,Estadio Azteca,Mexico City,1024440.0,Arturo Yamasaki,Peru,Schnellinger,90,4.0,3.0,Home Win
italy,4–3 (a.e.t.), West Germany,NO,Boninsegna  8'; Burgnich  98'; Riva  104'; Rivera  111',"Schnellinger  90'; Müller  95', 110'",1970-06-17,16:00:00,Estadio Azteca,Mexico City,1024440.0,Arturo Yamasaki,Peru,Müller,95,4.0,3.0,Home Win
uruguay,0–1, West Germany,NO,0,Overath  26',1970-06-20,16:00:00,Estadio Azteca,Mexico City,1044030.0,Antonio Sbardella,Italy,Overath,26,0.0,1.0,Away Win
brazil,4–1, Italy,NO,Pelé  18'; Gérson  65'; Jairzinho  71'; Carlos Alberto  86',Boninsegna  37',1970-06-21,12:00:00,Estadio Azteca,Mexico City,1074120.0,Rudi Glöckner,East Germany,Pelé,18,4.0,1.0,Home Win
brazil,4–1, Italy,NO,Pelé  18'; Gérson  65'; Jairzinho  71'; Carlos Alberto  86',Boninsegna  37',1970-06-21,12:00:00,Estadio Azteca,Mexico City,1074120.0,Rudi Glöckner,East Germany,Gérson,65,4.0,1.0,Home Win
brazil,4–1, Italy,NO,Pelé  18'; Gérson  65'; Jairzinho  71'; Carlos Alberto  86',Boninsegna  37',1970-06-21,12:00:00,Estadio Azteca,Mexico City,1074120.0,Rudi Glöckner,East Germany,Jairzinho,71,4.0,1.0,Home Win
brazil,4–1, Italy,NO,Pelé  18'; Gérson  65'; Jairzinho  71'; Carlos Alberto  86',Boninsegna  37',1970-06-21,12:00:00,Estadio Azteca,Mexico City,1074120.0,Rudi Glöckner,East Germany,Carlos Alberto,86,4.0,1.0,Home Win
brazil,4–1, Italy,NO,Pelé  18'; Gérson  65'; Jairzinho  71'; Carlos Alberto  86',Boninsegna  37',1970-06-21,12:00:00,Estadio Azteca,Mexico City,1074120.0,Rudi Glöckner,East Germany,Boninsegna,37,4.0,1.0,Home Win
west germany,1–0, Chile,NO,Breitner  18',0,1974-06-14,16:00:00,Olympiastadion,West Berlin,811000.0,Doğan Babacan,Turkey,Breitner,18,1.0,0.0,Home Win
east germany,2–0, Australia,NO,Curran  58' (o.g.); o.g.  72'; Streich,0,1974-06-14,19:30:00,Volksparkstadion,Hamburg,170000.0,Youssou N'Diaye,Senegal,Curran,58,2.0,0.0,Home Win
east germany,2–0, Australia,NO,Curran  58' (o.g.); o.g.  72'; Streich,0,1974-06-14,19:30:00,Volksparkstadion,Hamburg,170000.0,Youssou N'Diaye,Senegal,o.g.,72,2.0,0.0,Home Win
australia,0–3, West Germany,NO,0,Overath  12'; Cullmann  34'; Müller  53',1974-06-18,16:00:00,Volksparkstadion,Hamburg,530000.0,Mahmoud Mustafa Kamel,Egypt,Overath,12,0.0,3.0,Away Win
australia,0–3, West Germany,NO,0,Overath  12'; Cullmann  34'; Müller  53',1974-06-18,16:00:00,Volksparkstadion,Hamburg,530000.0,Mahmoud Mustafa Kamel,Egypt,Cullmann,34,0.0,3.0,Away Win
australia,0–3, West Germany,NO,0,Overath  12'; Cullmann  34'; Müller  53',1974-06-18,16:00:00,Volksparkstadion,Hamburg,530000.0,Mahmoud Mustafa Kamel,Egypt,Müller,53,0.0,3.0,Away Win
chile,1–1, East Germany,NO,Ahumada  69',Hoffmann  55',1974-06-18,19:30:00,Olympiastadion,West Berlin,283000.0,Aurelio Angonese,Italy,Ahumada,69,1.0,1.0,Draw
chile,1–1, East Germany,NO,Ahumada  69',Hoffmann  55',1974-06-18,19:30:00,Olympiastadion,West Berlin,283000.0,Aurelio Angonese,Italy,Hoffmann,55,1.0,1.0,Draw
east germany,1–0, West Germany,NO,Sparwasser  77',0,1974-06-22,19:30:00,Volksparkstadion,Hamburg,602000.0,Ramón Barreto Ruíz,Uruguay,Sparwasser,77,1.0,0.0,Home Win
zaire,0–2, Scotland,NO,0,Lorimer  26'; Jordan  34',1974-06-14,19:30:00,Westfalenstadion,Dortmund,258000.0,Gerhard Schulenburg,West Germany,Lorimer,26,0.0,2.0,Away Win
zaire,0–2, Scotland,NO,0,Lorimer  26'; Jordan  34',1974-06-14,19:30:00,Westfalenstadion,Dortmund,258000.0,Gerhard Schulenburg,West Germany,Jordan,34,0.0,2.0,Away Win
yugoslavia,9–0, Zaire,NO,"Bajević  8', 30', 81'; Džajić  14'; Šurjak  18'; Katalinski  22'; Bogićević  35'; Oblak  61'; Petković  65'",0,1974-06-18,19:30:00,Parkstadion,Gelsenkirchen,317000.0,Omar Delgado Gómez,Colombia,Bajević,8,9.0,0.0,Home Win
yugoslavia,9–0, Zaire,NO,"Bajević  8', 30', 81'; Džajić  14'; Šurjak  18'; Katalinski  22'; Bogićević  35'; Oblak  61'; Petković  65'",0,1974-06-18,19:30:00,Parkstadion,Gelsenkirchen,317000.0,Omar Delgado Gómez,Colombia,Džajić,14,9.0,0.0,Home Win
yugoslavia,9–0, Zaire,NO,"Bajević  8', 30', 81'; Džajić  14'; Šurjak  18'; Katalinski  22'; Bogićević  35'; Oblak  61'; Petković  65'",0,1974-06-18,19:30:00,Parkstadion,Gelsenkirchen,317000.0,Omar Delgado Gómez,Colombia,Šurjak,18,9.0,0.0,Home Win
yugoslavia,9–0, Zaire,NO,"Bajević  8', 30', 81'; Džajić  14'; Šurjak  18'; Katalinski  22'; Bogićević  35'; Oblak  61'; Petković  65'",0,1974-06-18,19:30:00,Parkstadion,Gelsenkirchen,317000.0,Omar Delgado Gómez,Colombia,Katalinski,22,9.0,0.0,Home Win
yugoslavia,9–0, Zaire,NO,"Bajević  8', 30', 81'; Džajić  14'; Šurjak  18'; Katalinski  22'; Bogićević  35'; Oblak  61'; Petković  65'",0,1974-06-18,19:30:00,Parkstadion,Gelsenkirchen,317000.0,Omar Delgado Gómez,Colombia,Bogićević,35,9.0,0.0,Home Win
yugoslavia,9–0, Zaire,NO,"Bajević  8', 30', 81'; Džajić  14'; Šurjak  18'; Katalinski  22'; Bogićević  35'; Oblak  61'; Petković  65'",0,1974-06-18,19:30:00,Parkstadion,Gelsenkirchen,317000.0,Omar Delgado Gómez,Colombia,Oblak,61,9.0,0.0,Home Win
yugoslavia,9–0, Zaire,NO,"Bajević  8', 30', 81'; Džajić  14'; Šurjak  18'; Katalinski  22'; Bogićević  35'; Oblak  61'; Petković  65'",0,1974-06-18,19:30:00,Parkstadion,Gelsenkirchen,317000.0,Omar Delgado Gómez,Colombia,Petković,65,9.0,0.0,Home Win
scotland,1–1, Yugoslavia,NO,Jordan  88',Karasi  81',1974-06-22,16:00:00,Waldstadion,Frankfurt,560000.0,Alfonso González Archundía,Mexico,Jordan,88,1.0,1.0,Draw
scotland,1–1, Yugoslavia,NO,Jordan  88',Karasi  81',1974-06-22,16:00:00,Waldstadion,Frankfurt,560000.0,Alfonso González Archundía,Mexico,Karasi,81,1.0,1.0,Draw
zaire,0–3, Brazil,NO,0,Jairzinho  12'; Rivellino  66'; Valdomiro  79',1974-06-22,16:00:00,Parkstadion,Gelsenkirchen,362000.0,Nicolae Rainea,Romania,Jairzinho,12,0.0,3.0,Away Win
zaire,0–3, Brazil,NO,0,Jairzinho  12'; Rivellino  66'; Valdomiro  79',1974-06-22,16:00:00,Parkstadion,Gelsenkirchen,362000.0,Nicolae Rainea,Romania,Rivellino,66,0.0,3.0,Away Win
zaire,0–3, Brazil,NO,0,Jairzinho  12'; Rivellino  66'; Valdomiro  79',1974-06-22,16:00:00,Parkstadion,Gelsenkirchen,362000.0,Nicolae Rainea,Romania,Valdomiro,79,0.0,3.0,Away Win
uruguay,0–2, Netherlands,NO,0,"Rep  7', 86'",1974-06-15,16:00:00,Niedersachsenstadion,Hanover,551000.0,Károly Palotai,Hungary,Rep,7,0.0,2.0,Away Win
bulgaria,1–1, Uruguay,NO,Bonev  75',Pavoni  87',1974-06-19,19:30:00,Niedersachsenstadion,Hanover,134000.0,Jack Taylor,England,Bonev,75,1.0,1.0,Draw
bulgaria,1–1, Uruguay,NO,Bonev  75',Pavoni  87',1974-06-19,19:30:00,Niedersachsenstadion,Hanover,134000.0,Jack Taylor,England,Pavoni,87,1.0,1.0,Draw
bulgaria,1–4, Netherlands,NO,Krol  78' (o.g.); o.g.,"Neeskens  5' (pen.), 44' (pen.); pen.  71'; pen.  88'; Rep ; de Jong",1974-06-23,16:00:00,Westfalenstadion,Dortmund,533000.0,Tony Boskovic,Australia,Krol,78,1.0,4.0,Away Win
bulgaria,1–4, Netherlands,NO,Krol  78' (o.g.); o.g.,"Neeskens  5' (pen.), 44' (pen.); pen.  71'; pen.  88'; Rep ; de Jong",1974-06-23,16:00:00,Westfalenstadion,Dortmund,533000.0,Tony Boskovic,Australia,Neeskens,5,1.0,4.0,Away Win
bulgaria,1–4, Netherlands,NO,Krol  78' (o.g.); o.g.,"Neeskens  5' (pen.), 44' (pen.); pen.  71'; pen.  88'; Rep ; de Jong",1974-06-23,16:00:00,Westfalenstadion,Dortmund,533000.0,Tony Boskovic,Australia,pen.,71,1.0,4.0,Away Win
bulgaria,1–4, Netherlands,NO,Krol  78' (o.g.); o.g.,"Neeskens  5' (pen.), 44' (pen.); pen.  71'; pen.  88'; Rep ; de Jong",1974-06-23,16:00:00,Westfalenstadion,Dortmund,533000.0,Tony Boskovic,Australia,pen.,88,1.0,4.0,Away Win
sweden,3–0, Uruguay,NO,"Edström  46', 77'; Sandberg  74'",0,1974-06-23,16:00:00,Rheinstadion,Düsseldorf,283000.0,Erich Linemayr,Austria,Edström,46,3.0,0.0,Home Win
sweden,3–0, Uruguay,NO,"Edström  46', 77'; Sandberg  74'",0,1974-06-23,16:00:00,Rheinstadion,Düsseldorf,283000.0,Erich Linemayr,Austria,Sandberg,74,3.0,0.0,Home Win
italy,3–1, Haiti,NO,Rivera  52'; Benetti  66'; Anastasi  79',Sanon  46',1974-06-15,18:00:00,Olympiastadion,Munich,530000.0,Vicente Llobregat,Venezuela,Rivera,52,3.0,1.0,Home Win
italy,3–1, Haiti,NO,Rivera  52'; Benetti  66'; Anastasi  79',Sanon  46',1974-06-15,18:00:00,Olympiastadion,Munich,530000.0,Vicente Llobregat,Venezuela,Benetti,66,3.0,1.0,Home Win
italy,3–1, Haiti,NO,Rivera  52'; Benetti  66'; Anastasi  79',Sanon  46',1974-06-15,18:00:00,Olympiastadion,Munich,530000.0,Vicente Llobregat,Venezuela,Anastasi,79,3.0,1.0,Home Win
italy,3–1, Haiti,NO,Rivera  52'; Benetti  66'; Anastasi  79',Sanon  46',1974-06-15,18:00:00,Olympiastadion,Munich,530000.0,Vicente Llobregat,Venezuela,Sanon,46,3.0,1.0,Home Win
poland,3–2, Argentina,NO,"Lato  7', 62'; Szarmach  8'",Heredia  60'; Babington  66',1974-06-15,18:00:00,Neckarstadion,Stuttgart,327000.0,Clive Thomas,Wales,Lato,7,3.0,2.0,Home Win
poland,3–2, Argentina,NO,"Lato  7', 62'; Szarmach  8'",Heredia  60'; Babington  66',1974-06-15,18:00:00,Neckarstadion,Stuttgart,327000.0,Clive Thomas,Wales,Szarmach,8,3.0,2.0,Home Win
poland,3–2, Argentina,NO,"Lato  7', 62'; Szarmach  8'",Heredia  60'; Babington  66',1974-06-15,18:00:00,Neckarstadion,Stuttgart,327000.0,Clive Thomas,Wales,Heredia,60,3.0,2.0,Home Win
poland,3–2, Argentina,NO,"Lato  7', 62'; Szarmach  8'",Heredia  60'; Babington  66',1974-06-15,18:00:00,Neckarstadion,Stuttgart,327000.0,Clive Thomas,Wales,Babington,66,3.0,2.0,Home Win
argentina,1–1, Italy,NO,Houseman  20',Perfumo  35' (o.g.); o.g.,1974-06-19,19:30:00,Neckarstadion,Stuttgart,701000.0,Pavel Kazakov,Soviet Union,Houseman,20,1.0,1.0,Draw
argentina,1–1, Italy,NO,Houseman  20',Perfumo  35' (o.g.); o.g.,1974-06-19,19:30:00,Neckarstadion,Stuttgart,701000.0,Pavel Kazakov,Soviet Union,Perfumo,35,1.0,1.0,Draw
haiti,0–7, Poland,NO,0,"Lato  17', 87'; Deyna  18'; Szarmach  30', 34', 50'; Gorgoń  31'",1974-06-19,19:30:00,Olympiastadion,Munich,253000.0,Govindasamy Suppiah,Singapore,Lato,17,0.0,7.0,Away Win
haiti,0–7, Poland,NO,0,"Lato  17', 87'; Deyna  18'; Szarmach  30', 34', 50'; Gorgoń  31'",1974-06-19,19:30:00,Olympiastadion,Munich,253000.0,Govindasamy Suppiah,Singapore,Deyna,18,0.0,7.0,Away Win
haiti,0–7, Poland,NO,0,"Lato  17', 87'; Deyna  18'; Szarmach  30', 34', 50'; Gorgoń  31'",1974-06-19,19:30:00,Olympiastadion,Munich,253000.0,Govindasamy Suppiah,Singapore,Szarmach,30,0.0,7.0,Away Win
haiti,0–7, Poland,NO,0,"Lato  17', 87'; Deyna  18'; Szarmach  30', 34', 50'; Gorgoń  31'",1974-06-19,19:30:00,Olympiastadion,Munich,253000.0,Govindasamy Suppiah,Singapore,Gorgoń,31,0.0,7.0,Away Win
argentina,4–1, Haiti,NO,"Yazalde  15', 68'; Houseman  18'; Ayala  55'",Sanon  63',1974-06-23,16:00:00,Olympiastadion,Munich,259000.0,Pablo Sánchez Ibáñez,Spain,Yazalde,15,4.0,1.0,Home Win
argentina,4–1, Haiti,NO,"Yazalde  15', 68'; Houseman  18'; Ayala  55'",Sanon  63',1974-06-23,16:00:00,Olympiastadion,Munich,259000.0,Pablo Sánchez Ibáñez,Spain,Houseman,18,4.0,1.0,Home Win
argentina,4–1, Haiti,NO,"Yazalde  15', 68'; Houseman  18'; Ayala  55'",Sanon  63',1974-06-23,16:00:00,Olympiastadion,Munich,259000.0,Pablo Sánchez Ibáñez,Spain,Ayala,55,4.0,1.0,Home Win
argentina,4–1, Haiti,NO,"Yazalde  15', 68'; Houseman  18'; Ayala  55'",Sanon  63',1974-06-23,16:00:00,Olympiastadion,Munich,259000.0,Pablo Sánchez Ibáñez,Spain,Sanon,63,4.0,1.0,Home Win
poland,2–1, Italy,NO,Szarmach  38'; Deyna  44',Capello  85',1974-06-23,16:00:00,Neckarstadion,Stuttgart,701000.0,Hans-Joachim Weyland,West Germany,Szarmach,38,2.0,1.0,Home Win
poland,2–1, Italy,NO,Szarmach  38'; Deyna  44',Capello  85',1974-06-23,16:00:00,Neckarstadion,Stuttgart,701000.0,Hans-Joachim Weyland,West Germany,Deyna,44,2.0,1.0,Home Win
poland,2–1, Italy,NO,Szarmach  38'; Deyna  44',Capello  85',1974-06-23,16:00:00,Neckarstadion,Stuttgart,701000.0,Hans-Joachim Weyland,West Germany,Capello,85,2.0,1.0,Home Win
